,Player ID,First Name,Last Name,Year,AB,H,HR,RBI,SO,POS,Adjusted Salary,BA
2510,bondsba01,Barry,Bonds,1996,517,159,42,129.0,76.0,OF,12874818,0.308
2511,bondsba01,Barry,Bonds,1997,532,155,40,101.0,87.0,OF,12959880,0.291
2512,bondsba01,Barry,Bonds,1998,552,167,37,122.0,92.0,OF,13129218,0.303
2538,bonifem01,Emilio,Bonifacio,2011,565,167,5,36.0,129.0,2B,453469,0.296
2548,bonilbo01,Bobby,Bonilla,1988,584,160,24,100.0,82.0,1B,466624,0.274
2549,bonilbo01,Bobby,Bonilla,1989,616,173,24,86.0,93.0,1B,1432300,0.281
2550,bonilbo01,Bobby,Bonilla,1990,625,175,32,120.0,103.0,1B,2295400,0.28
2551,bonilbo01,Bobby,Bonilla,1991,577,174,18,100.0,67.0,1B,4229198,0.302
2553,bonilbo01,Bobby,Bonilla,1993,502,133,34,87.0,96.0,1B,10297878,0.265
2557,bonilbo01,Bobby,Bonilla,1996,595,171,28,116.0,85.0,1B,7801375,0.287
2558,bonilbo01,Bobby,Bonilla,1997,562,167,17,96.0,94.0,1B,8374076,0.297
2582,booneaa01,Aaron,Boone,2002,606,146,26,87.0,111.0,2B,2801638,0.241
2585,booneaa01,Aaron,Boone,2005,511,124,16,60.0,92.0,2B,3686743,0.243
2598,boonebr01,Bret,Boone,1995,513,137,15,68.0,84.0,2B,629940,0.267
2599,boonebr01,Bret,Boone,1996,520,121,12,69.0,100.0,2B,1109019,0.233
2601,boonebr01,Bret,Boone,1998,583,155,24,95.0,104.0,2B,4122820,0.266
2602,boonebr01,Bret,Boone,1999,608,153,20,63.0,112.0,2B,4177793,0.252
2604,boonebr01,Bret,Boone,2001,623,206,37,141.0,110.0,2B,4404420,0.331
2605,boonebr01,Bret,Boone,2002,608,169,24,107.0,102.0,2B,10672907,0.278
2606,boonebr01,Bret,Boone,2003,622,183,35,117.0,125.0,2B,10435087,0.294
2607,boonebr01,Bret,Boone,2004,593,149,24,83.0,135.0,2B,10164404,0.251
2645,bordimi01,Mike,Bordick,1992,504,151,3,48.0,59.0,2B,316474,0.3
2646,bordimi01,Mike,Bordick,1993,546,136,3,48.0,58.0,2B,664379,0.249
2649,bordimi01,Mike,Bordick,1996,525,126,5,54.0,59.0,2B,3059363,0.24
2650,bordimi01,Mike,Bordick,1997,509,120,7,46.0,66.0,2B,3489198,0.236
2652,bordimi01,Mike,Bordick,1999,631,175,10,77.0,102.0,2B,4441907,0.277
2744,bourjpe01,Peter,Bourjos,2011,502,136,12,43.0,124.0,OF,441733,0.271
2753,bournmi01,Michael,Bourn,2009,606,173,3,35.0,140.0,OF,486084,0.285
2754,bournmi01,Michael,Bourn,2010,535,142,2,38.0,109.0,OF,2641600,0.265
2757,bournmi01,Michael,Bourn,2012,624,171,9,57.0,155.0,OF,7155448,0.274
2758,bournmi01,Michael,Bourn,2013,525,138,6,50.0,132.0,OF,7211842,0.263
2834,bradlja02,Jackie,Bradley,2016,558,149,26,87.0,143.0,OF,546500,0.267
2839,bradlmi01,Milton,Bradley,2004,516,138,19,67.0,123.0,OF,2198052,0.267
2848,bradlph01,Phil,Bradley,1985,641,192,26,88.0,129.0,OF,278819,0.3
2849,bradlph01,Phil,Bradley,1986,526,163,12,50.0,134.0,OF,1040176,0.31
2850,bradlph01,Phil,Bradley,1987,603,179,14,67.0,119.0,OF,1584553,0.297
2851,bradlph01,Phil,Bradley,1988,569,150,11,56.0,106.0,OF,1836064,0.264
2852,bradlph01,Phil,Bradley,1989,545,151,11,55.0,103.0,OF,2225871,0.277
2868,braggda01,Darren,Bragg,1997,513,132,9,57.0,102.0,OF,358889,0.257
2874,bragggl01,Glenn,Braggs,1987,505,136,13,77.0,96.0,OF,169019,0.269
2876,bragggl01,Glenn,Braggs,1989,514,127,15,66.0,111.0,OF,396786,0.247
2907,brantmi01,Mickey,Brantley,1988,577,152,15,56.0,64.0,OF,228240,0.263
2910,brantmi02,Michael,Brantley,2012,552,159,6,60.0,56.0,OF,517764,0.288
2911,brantmi02,Michael,Brantley,2013,556,158,10,73.0,67.0,OF,542846,0.284
2912,brantmi02,Michael,Brantley,2014,611,200,20,97.0,56.0,OF,1520726,0.327
2913,brantmi02,Michael,Brantley,2015,529,164,15,84.0,51.0,OF,5949114,0.31
2930,braunry02,Ryan,Braun,2008,611,174,37,106.0,129.0,3B,507207,0.285
2931,braunry02,Ryan,Braun,2009,635,203,32,114.0,121.0,3B,1155079,0.32
2932,braunry02,Ryan,Braun,2010,619,188,25,103.0,105.0,3B,1417109,0.304
2933,braunry02,Ryan,Braun,2011,563,187,33,111.0,93.0,3B,4574707,0.332
2934,braunry02,Ryan,Braun,2012,598,191,41,112.0,128.0,3B,7433628,0.319
2936,braunry02,Ryan,Braun,2014,530,141,19,81.0,113.0,3B,10138171,0.266
2937,braunry02,Ryan,Braun,2015,506,144,25,84.0,115.0,3B,13163997,0.285
2938,braunry02,Ryan,Braun,2016,511,156,30,91.0,98.0,3B,19315013,0.305
2948,breamsi01,Sid,Bream,1986,522,140,16,77.0,73.0,1B,201466,0.268
2949,breamsi01,Sid,Bream,1987,516,142,13,65.0,69.0,1B,422548,0.275
2978,brettge01,George,Brett,1985,550,184,30,112.0,49.0,3B,2230548,0.335
2981,brettge01,George,Brett,1988,589,180,24,103.0,51.0,3B,4676383,0.306
2983,brettge01,George,Brett,1990,544,179,14,87.0,63.0,3B,4140901,0.329
2984,brettge01,George,Brett,1991,505,129,10,61.0,75.0,3B,5471525,0.255
2985,brettge01,George,Brett,1992,592,169,7,61.0,69.0,3B,5303077,0.285
2986,brettge01,George,Brett,1993,560,149,19,75.0,67.0,3B,4567607,0.266
3042,brockgr01,Greg,Brock,1987,532,159,13,85.0,63.0,1B,855659,0.299
3052,brognri01,Rico,Brogna,1997,543,137,20,81.0,116.0,1B,672917,0.252
3053,brognri01,Rico,Brogna,1998,565,150,20,104.0,125.0,1B,2539951,0.265
3054,brognri01,Rico,Brogna,1999,619,172,24,102.0,132.0,1B,4609978,0.278
3061,brookhu01,Hubie,Brooks,1985,605,163,13,100.0,79.0,3B,1226802,0.269
3064,brookhu01,Hubie,Brooks,1988,588,164,20,90.0,108.0,3B,1724480,0.279
3065,brookhu01,Hubie,Brooks,1989,542,145,14,70.0,108.0,3B,1838763,0.268
3066,brookhu01,Hubie,Brooks,1990,568,151,20,91.0,108.0,3B,2509638,0.266
3083,brosisc01,Scott,Brosius,1998,530,159,19,98.0,97.0,2B,3901954,0.3
3136,brownem01,Emil,Brown,2005,545,156,17,86.0,108.0,OF,436265,0.286
3137,brownem01,Emil,Brown,2006,527,151,15,81.0,95.0,OF,2113157,0.287
3143,brownje01,Jerry,Browne,1989,598,179,5,45.0,64.0,2B,241943,0.299
3144,brownje01,Jerry,Browne,1990,513,137,6,50.0,46.0,2B,569259,0.267
3208,bruceja01,Jay,Bruce,2010,509,143,25,70.0,136.0,OF,484293,0.281
3209,bruceja01,Jay,Bruce,2011,585,150,32,97.0,158.0,OF,2978671,0.256
3210,bruceja01,Jay,Bruce,2012,560,141,34,99.0,155.0,OF,5270326,0.252
3211,bruceja01,Jay,Bruce,2013,626,164,30,109.0,185.0,OF,7769901,0.262
3213,bruceja01,Jay,Bruce,2015,580,131,26,87.0,145.0,OF,12151382,0.226
3232,brunato01,Tom,Brunansky,1985,567,137,27,90.0,86.0,OF,947983,0.242
3233,brunato01,Tom,Brunansky,1986,593,152,23,75.0,98.0,OF,1620485,0.256
3234,brunato01,Tom,Brunansky,1987,532,138,32,85.0,104.0,OF,1985973,0.259
3236,brunato01,Tom,Brunansky,1988,523,128,22,79.0,82.0,OF,2312832,0.245
3237,brunato01,Tom,Brunansky,1989,556,133,20,85.0,107.0,OF,2400070,0.239
3261,bryankr01,Kris,Bryant,2016,603,176,39,102.0,154.0,1B,652000,0.292
3295,bucknbi01,Bill,Buckner,1985,673,201,16,110.0,36.0,1B,1667335,0.299
3296,bucknbi01,Bill,Buckner,1986,629,168,18,102.0,25.0,1B,1719028,0.267
3316,buechst01,Steve,Buechele,1988,503,126,16,58.0,79.0,2B,365184,0.25
3355,buhneja01,Jay,Buhner,1992,543,132,25,79.0,146.0,OF,2471918,0.243
3356,buhneja01,Jay,Buhner,1993,563,153,27,98.0,144.0,OF,4604979,0.272
3359,buhneja01,Jay,Buhner,1996,564,153,44,138.0,159.0,OF,8629953,0.271
3360,buhneja01,Jay,Buhner,1997,540,131,40,109.0,175.0,OF,7219593,0.243
3444,burksel01,Ellis,Burks,1987,558,152,20,59.0,98.0,OF,132046,0.272
3445,burksel01,Ellis,Burks,1988,540,159,18,92.0,89.0,OF,253600,0.294
3447,burksel01,Ellis,Burks,1990,588,174,21,89.0,82.0,OF,872252,0.296
3453,burksel01,Ellis,Burks,1996,613,211,40,128.0,114.0,OF,6169714,0.344
3460,burksel01,Ellis,Burks,2002,518,156,32,91.0,108.0,OF,8894090,0.301
3495,burnije01,Jeromy,Burnitz,1998,609,160,38,125.0,158.0,OF,1343597,0.263
3497,burnije01,Jeromy,Burnitz,2000,564,131,31,98.0,121.0,OF,6219694,0.232
3498,burnije01,Jeromy,Burnitz,2001,562,141,34,100.0,150.0,OF,7470574,0.251
3502,burnije01,Jeromy,Burnitz,2004,540,153,37,110.0,124.0,OF,1588188,0.283
3503,burnije01,Jeromy,Burnitz,2005,605,156,24,87.0,109.0,OF,5530115,0.258
3518,burrepa01,Pat,Burrell,2001,539,139,27,89.0,162.0,1B,2581668,0.258
3519,burrepa01,Pat,Burrell,2002,586,165,37,116.0,153.0,1B,2541486,0.282
3520,burrepa01,Pat,Burrell,2003,522,109,21,64.0,142.0,1B,1630482,0.209
3522,burrepa01,Pat,Burrell,2005,562,158,32,117.0,160.0,1B,8909630,0.281
3525,burrepa01,Pat,Burrell,2008,536,134,33,86.0,136.0,1B,15885054,0.25
3538,burrose01,Sean,Burroughs,2003,517,148,7,58.0,75.0,2B,393925,0.286
3539,burrose01,Sean,Burroughs,2004,523,156,2,47.0,52.0,2B,431987,0.298
3597,butlebi03,Billy,Butler,2009,608,183,21,93.0,103.0,1B,470981,0.301
3598,butlebi03,Billy,Butler,2010,595,189,15,78.0,78.0,1B,517313,0.318
3599,butlebi03,Billy,Butler,2011,597,174,19,95.0,95.0,1B,3734455,0.291
3600,butlebi03,Billy,Butler,2012,614,192,29,107.0,111.0,1B,8885509,0.313
3601,butlebi03,Billy,Butler,2013,582,168,15,82.0,102.0,1B,8757236,0.289
3602,butlebi03,Billy,Butler,2014,549,149,9,66.0,96.0,1B,8110537,0.271
3603,butlebi03,Billy,Butler,2015,538,135,15,65.0,101.0,1B,6750092,0.251
3606,butlebr01,Brett,Butler,1985,591,184,5,50.0,42.0,OF,947983,0.311
3607,butlebr01,Brett,Butler,1986,587,163,4,51.0,65.0,OF,1861368,0.278
3608,butlebr01,Brett,Butler,1987,522,154,9,41.0,55.0,OF,1616244,0.295
3609,butlebr01,Brett,Butler,1988,568,163,6,43.0,64.0,OF,1825920,0.287
3610,butlebr01,Brett,Butler,1989,594,168,4,36.0,69.0,OF,1741986,0.283
3611,butlebr01,Brett,Butler,1990,622,192,3,44.0,62.0,OF,2019952,0.309
3612,butlebr01,Brett,Butler,1991,615,182,2,38.0,79.0,OF,4992803,0.296
3613,butlebr01,Brett,Butler,1992,553,171,3,39.0,67.0,OF,5702233,0.309
3614,butlebr01,Brett,Butler,1993,607,181,1,42.0,69.0,OF,5536493,0.298
3642,byrdma01,Marlon,Byrd,2009,547,155,20,89.0,98.0,OF,3423286,0.283
3643,byrdma01,Marlon,Byrd,2010,580,170,12,66.0,98.0,OF,3302000,0.293
3647,byrdma01,Marlon,Byrd,2014,591,156,25,85.0,185.0,OF,8110537,0.264
3666,byrneer01,Eric,Byrnes,2004,569,161,20,73.0,111.0,OF,416741,0.283
3670,byrneer01,Eric,Byrnes,2006,562,150,26,79.0,88.0,OF,2678650,0.267
3671,byrneer01,Eric,Byrnes,2007,626,179,21,83.0,98.0,OF,5295753,0.286
3681,cabreas01,Asdrubal,Cabrera,2009,523,161,6,68.0,89.0,2B,466171,0.308
3683,cabreas01,Asdrubal,Cabrera,2011,604,165,25,92.0,119.0,2B,2160649,0.273
3684,cabreas01,Asdrubal,Cabrera,2012,555,150,16,68.0,99.0,2B,4756361,0.27
3685,cabreas01,Asdrubal,Cabrera,2013,508,123,14,64.0,114.0,2B,6696710,0.242
3688,cabreas01,Asdrubal,Cabrera,2015,505,134,15,58.0,107.0,2B,7594613,0.265
3689,cabreas01,Asdrubal,Cabrera,2016,521,146,23,62.0,103.0,2B,8250000,0.28
3718,cabreme01,Melky,Cabrera,2007,545,149,8,73.0,68.0,OF,500521,0.273
3722,cabreme01,Melky,Cabrera,2011,658,201,18,87.0,94.0,OF,1333734,0.305
3725,cabreme01,Melky,Cabrera,2014,568,171,16,73.0,67.0,OF,8110537,0.301
3726,cabreme01,Melky,Cabrera,2015,629,172,12,77.0,88.0,OF,13163997,0.273
3727,cabreme01,Melky,Cabrera,2016,591,175,14,86.0,69.0,OF,14000000,0.296
3729,cabremi01,Miguel,Cabrera,2004,603,177,33,112.0,148.0,3B,406576,0.294
3730,cabremi01,Miguel,Cabrera,2005,613,198,33,116.0,125.0,3B,454698,0.323
3731,cabremi01,Miguel,Cabrera,2006,576,195,26,114.0,108.0,3B,561921,0.339
3732,cabremi01,Miguel,Cabrera,2007,588,188,34,119.0,127.0,3B,8565808,0.32
3733,cabremi01,Miguel,Cabrera,2008,616,180,37,127.0,126.0,3B,12596569,0.292
3734,cabremi01,Miguel,Cabrera,2009,611,198,34,103.0,107.0,3B,16090616,0.324
3735,cabremi01,Miguel,Cabrera,2010,548,180,38,126.0,95.0,3B,22013336,0.328
3736,cabremi01,Miguel,Cabrera,2011,572,197,30,105.0,89.0,3B,21339741,0.344
3737,cabremi01,Miguel,Cabrera,2012,622,205,44,139.0,98.0,3B,21952433,0.33
3738,cabremi01,Miguel,Cabrera,2013,555,193,44,137.0,94.0,3B,21635525,0.348
3739,cabremi01,Miguel,Cabrera,2014,611,191,25,109.0,117.0,3B,22303976,0.313
3741,cabremi01,Miguel,Cabrera,2016,595,188,38,108.0,116.0,3B,28000000,0.316
3745,cabreor01,Orlando,Cabrera,2001,626,173,14,96.0,54.0,2B,460770,0.276
3746,cabreor01,Orlando,Cabrera,2002,563,148,7,56.0,53.0,2B,3201872,0.263
3747,cabreor01,Orlando,Cabrera,2003,626,186,17,80.0,64.0,2B,4304473,0.297
3750,cabreor01,Orlando,Cabrera,2005,540,139,8,57.0,50.0,2B,7373487,0.257
3751,cabreor01,Orlando,Cabrera,2006,607,171,9,72.0,58.0,2B,8928832,0.282
3752,cabreor01,Orlando,Cabrera,2007,638,192,8,86.0,64.0,2B,9839104,0.301
3753,cabreor01,Orlando,Cabrera,2008,661,186,8,57.0,71.0,2B,11147406,0.281
3786,cainlo01,Lorenzo,Cain,2015,551,169,16,72.0,98.0,OF,2759376,0.307
3799,cairomi01,Miguel,Cairo,1998,515,138,5,46.0,44.0,2B,287125,0.268
3813,caldeiv01,Ivan,Calderon,1987,542,159,28,83.0,109.0,OF,179583,0.293
3815,caldeiv01,Ivan,Calderon,1989,622,178,14,87.0,94.0,OF,735505,0.286
3816,caldeiv01,Ivan,Calderon,1990,607,166,14,74.0,79.0,OF,1698596,0.273
3833,calhoko01,Kole,Calhoun,2015,630,161,26,83.0,164.0,OF,544281,0.256
3834,calhoko01,Kole,Calhoun,2016,594,161,18,75.0,118.0,OF,3400000,0.271
3837,callaal01,Alberto,Callaspo,2009,576,173,11,73.0,51.0,2B,464828,0.3
3861,camermi01,Mike,Cameron,1999,542,139,21,66.0,145.0,OF,424982,0.256
3862,camermi01,Mike,Cameron,2000,543,145,19,78.0,133.0,OF,3101136,0.267
3863,camermi01,Mike,Cameron,2001,540,144,25,110.0,155.0,OF,4630288,0.267
3864,camermi01,Mike,Cameron,2002,545,130,25,80.0,176.0,OF,6225863,0.239
3865,camermi01,Mike,Cameron,2003,534,135,18,76.0,137.0,OF,9674196,0.253
3868,camermi01,Mike,Cameron,2006,552,148,22,83.0,142.0,OF,8730413,0.268
3869,camermi01,Mike,Cameron,2007,571,138,21,78.0,160.0,OF,8102792,0.242
3871,camermi01,Mike,Cameron,2009,544,136,24,70.0,156.0,OF,11187208,0.25
3879,caminke01,Ken,Caminiti,1989,585,149,10,72.0,93.0,3B,249685,0.255
3880,caminke01,Ken,Caminiti,1990,541,131,4,51.0,97.0,3B,440717,0.242
3881,caminke01,Ken,Caminiti,1991,574,145,13,80.0,85.0,3B,3876765,0.253
3882,caminke01,Ken,Caminiti,1992,506,149,13,62.0,68.0,3B,2566005,0.294
3883,caminke01,Ken,Caminiti,1993,543,142,13,75.0,88.0,3B,5231987,0.262
3885,caminke01,Ken,Caminiti,1995,526,159,26,94.0,94.0,3B,7244306,0.302
3886,caminke01,Ken,Caminiti,1996,546,178,40,130.0,99.0,3B,5009706,0.326
3970,canoro01,Robinson,Cano,2007,617,189,19,97.0,85.0,2B,568121,0.306
3971,canoro01,Robinson,Cano,2008,597,162,14,72.0,65.0,2B,3344222,0.271
3972,canoro01,Robinson,Cano,2009,637,204,25,85.0,63.0,2B,6712325,0.32
3973,canoro01,Robinson,Cano,2010,626,200,29,109.0,77.0,2B,9906001,0.319
3974,canoro01,Robinson,Cano,2011,623,188,28,118.0,96.0,2B,10669870,0.302
3975,canoro01,Robinson,Cano,2012,627,196,33,94.0,96.0,2B,14634956,0.313
3976,canoro01,Robinson,Cano,2013,605,190,27,107.0,85.0,2B,15453946,0.314
3977,canoro01,Robinson,Cano,2014,595,187,14,82.0,68.0,2B,24331610,0.314
3978,canoro01,Robinson,Cano,2015,624,179,21,79.0,107.0,2B,24302763,0.287
3979,canoro01,Robinson,Cano,2016,655,195,39,103.0,100.0,2B,24000000,0.298
3980,cansejo01,Jose,Canseco,1986,600,144,33,117.0,175.0,OF,164238,0.24
3981,cansejo01,Jose,Canseco,1987,630,162,31,113.0,157.0,OF,380293,0.257
3982,cansejo01,Jose,Canseco,1988,610,187,42,124.0,128.0,OF,659360,0.307
3985,cansejo01,Jose,Canseco,1991,572,152,44,122.0,152.0,OF,6167581,0.266
3993,cansejo01,Jose,Canseco,1998,583,138,46,107.0,159.0,OF,3128926,0.237
3999,cantujo01,Jorge,Cantu,2005,598,171,28,117.0,83.0,2B,389443,0.286
4001,cantujo01,Jorge,Cantu,2008,628,174,29,95.0,111.0,2B,557370,0.277
4002,cantujo01,Jorge,Cantu,2009,585,169,16,100.0,81.0,2B,3915523,0.289
4096,carpema01,Matt,Carpenter,2013,626,199,11,78.0,98.0,3B,519253,0.318
4097,carpema01,Matt,Carpenter,2014,595,162,8,59.0,111.0,3B,1013817,0.272
4098,carpema01,Matt,Carpenter,2015,574,156,28,84.0,151.0,3B,3797307,0.272
4134,carrch02,Chuck,Carr,1993,551,147,4,41.0,74.0,OF,204297,0.267
4172,cartech02,Chris,Carter,2013,506,113,29,82.0,212.0,OF,508950,0.223
4173,cartech02,Chris,Carter,2014,507,115,37,88.0,182.0,OF,517047,0.227
4175,cartech02,Chris,Carter,2016,549,122,41,94.0,206.0,OF,2500000,0.222
4176,cartega01,Gary,Carter,1985,555,156,32,100.0,46.0,C,4524826,0.281
4178,cartega01,Gary,Carter,1987,523,123,20,83.0,73.0,C,4353748,0.235
4185,cartejo01,Joe,Carter,1986,663,200,29,121.0,95.0,OF,416071,0.302
4186,cartejo01,Joe,Carter,1987,588,155,32,106.0,105.0,OF,528184,0.264
4187,cartejo01,Joe,Carter,1988,621,168,27,98.0,82.0,OF,1704192,0.271
4188,cartejo01,Joe,Carter,1989,651,158,35,105.0,112.0,OF,3154931,0.243
4189,cartejo01,Joe,Carter,1990,634,147,24,115.0,93.0,OF,3427798,0.232
4190,cartejo01,Joe,Carter,1991,638,174,33,108.0,112.0,OF,6681546,0.273
4191,cartejo01,Joe,Carter,1992,622,164,34,119.0,109.0,OF,6315224,0.264
4192,cartejo01,Joe,Carter,1993,603,153,33,121.0,113.0,OF,9218262,0.254
4194,cartejo01,Joe,Carter,1995,558,141,25,76.0,87.0,OF,11811368,0.253
4195,cartejo01,Joe,Carter,1996,625,158,30,107.0,106.0,OF,9981171,0.253
4196,cartejo01,Joe,Carter,1997,612,143,21,102.0,105.0,OF,9719910,0.234
4203,carusmi01,Mike,Caruso,1998,523,160,5,55.0,38.0,SS,250314,0.306
4204,carusmi01,Mike,Caruso,1999,529,132,2,35.0,36.0,SS,396170,0.25
4218,caseyse01,Sean,Casey,1999,594,197,25,99.0,88.0,1B,316936,0.332
4220,caseyse01,Sean,Casey,2001,533,165,13,89.0,63.0,1B,4065618,0.31
4222,caseyse01,Sean,Casey,2003,573,167,14,80.0,58.0,1B,7304561,0.291
4223,caseyse01,Sean,Casey,2004,571,185,24,99.0,36.0,1B,8639744,0.324
4224,caseyse01,Sean,Casey,2005,529,165,9,58.0,48.0,1B,9585533,0.312
4257,casteni01,Nick,Castellanos,2014,533,138,11,66.0,140.0,OF,506909,0.259
4258,casteni01,Nick,Castellanos,2015,549,140,15,73.0,152.0,OF,531623,0.255
4292,castijo02,Jose,Castillo,2006,518,131,14,65.0,98.0,2B,414298,0.253
4303,castilu01,Luis,Castillo,2000,539,180,2,17.0,86.0,2B,543570,0.334
4304,castilu01,Luis,Castillo,2001,537,141,2,45.0,90.0,2B,2981453,0.263
4305,castilu01,Luis,Castillo,2002,606,185,2,39.0,76.0,2B,4435927,0.305
4306,castilu01,Luis,Castillo,2003,595,187,6,39.0,60.0,2B,6326271,0.314
4307,castilu01,Luis,Castillo,2004,564,164,2,47.0,68.0,2B,5929236,0.291
4309,castilu01,Luis,Castillo,2006,584,173,3,49.0,58.0,2B,6037683,0.296
4334,castivi02,Vinny,Castilla,1995,527,163,32,90.0,87.0,SS,417335,0.309
4335,castivi02,Vinny,Castilla,1996,629,191,40,113.0,88.0,SS,1835618,0.304
4336,castivi02,Vinny,Castilla,1997,612,186,40,113.0,108.0,SS,3327200,0.304
4337,castivi02,Vinny,Castilla,1998,645,206,46,144.0,89.0,SS,7398989,0.319
4338,castivi02,Vinny,Castilla,1999,615,169,33,102.0,75.0,SS,8643709,0.275
4342,castivi02,Vinny,Castilla,2002,543,126,12,61.0,69.0,SS,4002340,0.232
4343,castivi02,Vinny,Castilla,2003,542,150,22,76.0,86.0,SS,6521929,0.277
4344,castivi02,Vinny,Castilla,2004,583,158,35,131.0,113.0,SS,2668156,0.271
4391,castrst01,Starlin,Castro,2011,674,207,10,66.0,96.0,SS,469474,0.307
4392,castrst01,Starlin,Castro,2012,646,183,14,78.0,100.0,SS,592716,0.283
4393,castrst01,Starlin,Castro,2013,666,163,10,44.0,129.0,SS,6034398,0.245
4394,castrst01,Starlin,Castro,2014,528,154,14,65.0,100.0,SS,5069085,0.292
4395,castrst01,Starlin,Castro,2015,547,145,11,69.0,91.0,SS,6943647,0.265
4396,castrst01,Starlin,Castro,2016,577,156,21,70.0,118.0,SS,7857142,0.27
4424,cedenan01,Andujar,Cedeno,1993,505,143,11,56.0,97.0,SS,295649,0.283
4446,cedenro01,Roger,Cedeno,2001,523,153,6,48.0,83.0,OF,3659056,0.293
4447,cedenro01,Roger,Cedeno,2002,511,133,7,41.0,92.0,OF,3168519,0.26
4451,cedenro02,Ronny,Cedeno,2006,534,131,6,41.0,109.0,2B,400012,0.245
4491,cespeyo01,Yoenis,Cespedes,2013,529,127,26,80.0,137.0,OF,8757236,0.24
4572,chaveer01,Eric,Chavez,2001,552,159,32,114.0,99.0,3B,847004,0.288
4573,chaveer01,Eric,Chavez,2002,585,161,34,109.0,119.0,3B,2834991,0.275
4574,chaveer01,Eric,Chavez,2003,588,166,29,101.0,89.0,3B,4793618,0.282
4576,chaveer01,Eric,Chavez,2005,625,168,27,101.0,129.0,3B,10445773,0.269
4654,choosh01,Shin-Soo,Choo,2009,583,175,20,86.0,151.0,OF,470198,0.3
4655,choosh01,Shin-Soo,Choo,2010,550,165,22,90.0,118.0,OF,507517,0.3
4657,choosh01,Shin-Soo,Choo,2012,598,169,16,67.0,150.0,OF,5122234,0.283
4658,choosh01,Shin-Soo,Choo,2013,569,162,21,54.0,133.0,OF,7598190,0.285
4660,choosh01,Shin-Soo,Choo,2015,555,153,22,82.0,147.0,OF,14176612,0.276
4714,cintral01,Alex,Cintron,2004,564,148,4,49.0,59.0,SS,425634,0.262
4724,cirilje01,Jeff,Cirillo,1996,566,184,15,83.0,69.0,2B,286815,0.325
4725,cirilje01,Jeff,Cirillo,1997,580,167,10,82.0,74.0,2B,523380,0.288
4726,cirilje01,Jeff,Cirillo,1998,604,194,14,68.0,88.0,2B,2208653,0.321
4727,cirilje01,Jeff,Cirillo,1999,607,198,15,88.0,83.0,2B,4321855,0.326
4728,cirilje01,Jeff,Cirillo,2000,598,195,11,115.0,72.0,2B,5017568,0.326
4729,cirilje01,Jeff,Cirillo,2001,528,165,17,83.0,63.0,2B,6572750,0.312
4756,clarkbr02,Brady,Clark,2005,599,183,13,53.0,55.0,OF,1413252,0.306
4809,clarkto02,Tony,Clark,1997,580,160,32,117.0,144.0,1B,388796,0.276
4810,clarkto02,Tony,Clark,1998,602,175,34,103.0,128.0,1B,1122732,0.291
4811,clarkto02,Tony,Clark,1999,536,150,31,99.0,133.0,1B,3403461,0.28
4823,clarkwi02,Will,Clark,1987,529,163,35,91.0,98.0,1B,253529,0.308
4824,clarkwi02,Will,Clark,1988,575,162,29,109.0,129.0,1B,649216,0.282
4825,clarkwi02,Will,Clark,1989,588,196,23,111.0,103.0,1B,2177483,0.333
4826,clarkwi02,Will,Clark,1990,600,177,19,95.0,97.0,1B,4131720,0.295
4827,clarkwi02,Will,Clark,1991,565,170,29,116.0,91.0,1B,6608122,0.301
4828,clarkwi02,Will,Clark,1992,513,154,16,73.0,82.0,1B,7313114,0.3
4834,clarkwi02,Will,Clark,1998,554,169,23,102.0,97.0,1B,8558672,0.305
4844,claytro01,Royce,Clayton,1993,549,155,6,70.0,91.0,SS,257447,0.282
4846,claytro01,Royce,Clayton,1995,509,124,5,58.0,109.0,SS,748053,0.244
4848,claytro01,Royce,Clayton,1997,576,153,9,61.0,109.0,SS,3962732,0.266
4852,claytro01,Royce,Clayton,2000,513,124,14,54.0,92.0,SS,6271960,0.242
4856,claytro01,Royce,Clayton,2004,574,160,8,54.0,125.0,SS,825858,0.279
4857,claytro01,Royce,Clayton,2005,522,141,2,44.0,105.0,SS,1659035,0.27
4975,colbrgr01,Greg,Colbrunn,1995,528,146,23,89.0,69.0,1B,354341,0.277
4976,colbrgr01,Greg,Colbrunn,1996,511,146,16,69.0,76.0,1B,1835618,0.286
5000,colemvi01,Vince,Coleman,1985,636,170,1,40.0,115.0,OF,133833,0.267
5001,colemvi01,Vince,Coleman,1986,600,139,0,29.0,98.0,OF,328477,0.232
5002,colemvi01,Vince,Coleman,1987,623,180,3,43.0,126.0,OF,338038,0.289
5003,colemvi01,Vince,Coleman,1988,616,160,3,38.0,111.0,OF,1420160,0.26
5004,colemvi01,Vince,Coleman,1989,563,143,2,28.0,90.0,OF,1500044,0.254
5014,colesda01,Darnell,Coles,1986,521,142,20,86.0,84.0,3B,164238,0.273
5019,colesda01,Darnell,Coles,1989,535,135,10,59.0,61.0,3B,1083903,0.252
5088,conceda01,Dave,Concepcion,1985,560,141,7,48.0,67.0,2B,2052104,0.252
5121,coninje01,Jeff,Conine,1993,595,174,12,79.0,135.0,1B,207619,0.292
5124,coninje01,Jeff,Conine,1996,597,175,26,95.0,121.0,1B,2753426,0.293
5129,coninje01,Jeff,Conine,2001,524,163,14,97.0,75.0,1B,4065618,0.311
